[ab]?[cd].e.f+g,cdeefg01234567890cdeefg,TRUE
a?[^ab]+ac*d,cad,TRUE
a?[^ab]+ac*d,acad,TRUE
a?[^ab]+ac*d,abcad,TRUE
a?[^ab]+ac*d,abcacd,TRUE
a?[^ab]+ac*d,abcdabcaccd,TRUE
ba?[^ab]+ac*d,abcdabcaccd,TRUE
ba?[^ab]+ac*d,abcdcbacad,TRUE
ba?[^ab]+ac*d,abababacd,FALSE
ba?[^ab]+ac*d,ababacabcacd,TRUE
ba?[^ab]+ac*d,abcabcabcabd,FALSE
a+b+c+d+e+f,abcdef,TRUE
a+b+c+d+e+f,0a2b3c4d5e6f,FALSE
a+b+c+d+e+f,aabbbccccdddddeeeeeefffffff,TRUE
a+b+c+d+e+f,abcdeabcdefabcdeabcdef,TRUE
a+b+c+d+e+f,aabbccddeaabbccddeef,TRUE
a?b+c?d+e?f+,bdf,TRUE
a?b+c?d+e?f+,abcdef,TRUE
a?b+c?d+e?f+,aabbccddeeff,FALSE
a?b+c?d+e?f+,aabbddeff,TRUE
a?b+c?d+e?f+,abcdebbcddff,TRUE
a[bc]?[^de]+e+,ace,TRUE
a[bc]?[^de]+e+,abcef,TRUE
a[bc]?[^de]+e+,aabbcceef,TRUE
a[bc]?[^de]+e+,abcdeabcef,TRUE
a[bc]?[^de]+e+,abcdefabcdef,FALSE
a+[^a]+a+[^a]+a,ababa,TRUE
a+[^a]+a+[^a]+a,abcdabcdabcdabcdabcd,TRUE
a+[^a]+a+[^a]+a,ccaabbccddeeaabbccdd,FALSE
a+[^a]+a+[^a]+a,aabbccaabbccdd,FALSE
a+[^a]+a+[^a]+a,aaa,FALSE
ab+[^a]+ab+[^b]+,abbabba,TRUE
ab+[^a]+ab+[^b]+,aaabbbcccaaabbbccc,FALSE
ab+[^a]+ab+[^b]+,ababababab,FALSE
ab+[^a]+ab+[^b]+,abbaccadd,FALSE
ab+[^a]+ab+[^b]+,abcabcabc,TRUE
a[.*?\]+=/]+b,a.b,TRUE
a[.*?\]+=/]+b,0123a*b,TRUE
a[.*?\]+=/]+b,0123a]b,TRUE
a[.*?\]+=/]+b,0123a]***b,TRUE
a[.*?\]+=/]+b,0123a...cb,FALSE
a[.*?\]+=/]+b,0123a+b,TRUE
a[.*?\]+=/]+b,0123a/b,TRUE
a[.*?\]+=/]+b,0123a=b,TRUE
a[.*?\]+=/]+b,0123a]b,TRUE
a[.*?\]+=/]+b,0123a+=/]b,TRUE
\.[01234]+\.,.1.,TRUE
\.[01234]+\.,123.abc.123,FALSE
\.[01234]+\.,123.123.x,TRUE
\.[01234]+\.,123.123.123.123,TRUE
\.[01234]+\.,abc.123.123,TRUE
^[123]+\.[^ab]+$,1.f,TRUE
^[123]+\.[^ab]+$,3.3,TRUE
^[123]+\.[^ab]+$,1.7.9,TRUE
^[123]+\.[^ab]+$,1.c,TRUE
^[123]+\.[^ab]+$,.d,FALSE
^[123]+\.[^ab]+$,1.df,TRUE
ab?[^a]?ab*[^b]+,0123aac,TRUE
ab?[^a]?ab*[^b]+,abcabc,TRUE
ab?[^a]?ab*[^b]+,abcbabc,FALSE
ab?[^a]?ab*[^b]+,abcdabcd,FALSE
ab?[^a]?ab*[^b]+,cccaaddddff,TRUE
ab?[^a]?ab*[^b]+,abcdeeefsaa,FALSE
ab?[^a]?ab*[^b]+,abcdeeefsaax,TRUE
.b?[^a]?ab*[^b]+,abccdefdsffeaf,TRUE
.b?[^a]?ab*[^b]+,aawiejfijsiidjfllek,TRUE
.b?[^a]?ab*[^b]+,acdijfeijisoica,FALSE
.b?[^a]?ab*[^b]+,xab,FALSE
\.\.\.\.\.,abc,FALSE
\.\.\.x\.\.,a...x..b,TRUE
\.\.\..\.\.,a...*..b,TRUE
\..*\.,a.........b,TRUE
\.\.\.\.\.,....,FALSE
